train_loss,epoch,step,val_loss,val_acc,train_acc
0.007335524540394545,12,10399,,,
0.026528628543019295,12,10449,,,
0.015620697289705276,12,10499,,,
0.04464343935251236,12,10549,,,
0.03416936472058296,12,10599,,,
0.06795649230480194,12,10649,,,
0.05108879506587982,12,10699,,,
0.0370575413107872,12,10749,,,
0.0144350565969944,12,10799,,,
0.011683410033583641,12,10849,,,
0.012253678403794765,12,10899,,,
0.01391393132507801,12,10949,,,
0.0799989253282547,12,10999,,,
0.03572056069970131,12,11049,,,
0.06592462956905365,12,11099,,,
0.0048485989682376385,12,11149,,,
,12,11166,0.12073694914579391,0.9656000137329102,
,12,11166,,,0.9844295978546143
0.01990445889532566,13,11199,,,
0.034722957760095596,13,11249,,,
0.05079256743192673,13,11299,,,
0.024563603103160858,13,11349,,,
0.015615223906934261,13,11399,,,
0.05198497325181961,13,11449,,,
0.014269674196839333,13,11499,,,
0.006656056735664606,13,11549,,,
0.0085779819637537,13,11599,,,
0.012605460360646248,13,11649,,,
0.035427920520305634,13,11699,,,
0.08466721326112747,13,11749,,,
0.01735062524676323,13,11799,,,
0.06246166303753853,13,11849,,,
0.0619591549038887,13,11899,,,
0.004082170780748129,13,11949,,,
0.041131265461444855,13,11999,,,
,13,12025,0.10601707547903061,0.9706000089645386,
,13,12025,,,0.9858665466308594
0.061034124344587326,14,12049,,,
0.018302300944924355,14,12099,,,
0.02261553518474102,14,12149,,,
0.005046945996582508,14,12199,,,
0.039854321628808975,14,12249,,,
0.005038796924054623,14,12299,,,
0.003571692854166031,14,12349,,,
0.011686611920595169,14,12399,,,
0.05669919401407242,14,12449,,,
0.0915650799870491,14,12499,,,
0.014893382787704468,14,12549,,,
0.03810906782746315,14,12599,,,
0.028924955055117607,14,12649,,,
0.026888271793723106,14,12699,,,
0.020069990307092667,14,12749,,,
0.009172960184514523,14,12799,,,
0.018838295713067055,14,12849,,,
,14,12884,0.10067862272262573,0.9697999954223633,
,14,12884,,,0.9871944189071655
